Timestamp,Temperature (Celsius)
2024-10-16 11:41:45,38.375
2024-10-16 11:41:47,38.4375
2024-10-16 11:41:49,38.4375
2024-10-16 11:41:52,38.5
2024-10-16 11:41:54,38.5
2024-10-16 11:41:57,38.5
2024-10-16 11:41:59,38.5625
2024-10-16 11:42:01,38.5625
2024-10-16 11:42:04,38.625
2024-10-16 11:42:06,38.625
2024-10-16 11:42:09,38.6875
2024-10-16 11:42:11,38.6875
2024-10-16 11:42:13,38.6875
2024-10-16 11:42:16,38.75
2024-10-16 11:42:18,38.75
2024-10-16 11:42:21,38.75
2024-10-16 11:42:23,38.75
2024-10-16 11:42:25,38.8125
2024-10-16 11:42:28,38.8125
2024-10-16 11:42:30,38.8125
2024-10-16 11:42:33,38.8125
2024-10-16 11:42:35,38.875
2024-10-16 11:42:37,38.875
2024-10-16 11:42:39,38.875
2024-10-16 11:42:42,38.875
2024-10-16 11:42:44,38.9375
2024-10-16 11:42:46,38.9375
2024-10-16 11:42:49,38.9375
2024-10-16 11:42:51,38.9375
2024-10-16 11:42:54,39.0
2024-10-16 11:42:56,39.0
2024-10-16 11:42:58,39.0
2024-10-16 11:43:01,39.0625
2024-10-16 11:43:03,39.0625
2024-10-16 11:43:06,39.0625
2024-10-16 11:43:08,39.0625
2024-10-16 11:43:11,39.0625
2024-10-16 11:43:13,39.0625
2024-10-16 11:43:15,39.0625
2024-10-16 11:43:18,39.125
2024-10-16 11:43:20,39.125
2024-10-16 11:43:23,39.125
2024-10-16 11:43:25,39.125
2024-10-16 11:43:27,39.1875
2024-10-16 11:43:30,39.1875
2024-10-16 11:43:32,39.1875
2024-10-16 11:43:35,39.25
2024-10-16 11:43:37,39.25
2024-10-16 11:43:39,39.25
2024-10-16 11:43:42,39.25
2024-10-16 11:43:44,39.25
2024-10-16 11:43:47,39.25
2024-10-16 11:43:49,39.25
2024-10-16 11:43:52,39.25
2024-10-16 11:43:54,39.3125
2024-10-16 11:43:56,39.3125
